,SLIDE_TYPE,M_WIDTH,S_LENGTH,SLOPE,COVER,YEAR_1,HEADELEV,TAILELEV,ELE_DIFF,GULLY,CLASS,curv_plan,curv_prof,aspect,curv,ID,history
71581,R,14.0,9.0,20.0,D,1963,115.0,112.0,3.0,N,C1,-0.0164957,-0.0164957,74.8297,0.0,71581,59
46371,C,13.0,8.5,36.5,A,2000,143.0,127.0,16.0,Y,-,0.0486352,-0.000509014,208.195,0.0491442,46371,22
16704,R,17.0,11.0,45.5,C,1963,203.0,194.0,9.0,N,B1,0.0188853,-0.00568686,157.681,0.0245721,16704,59
76447,O,4.5,4.0,40.0,A,2016,603.0,595.0,8.0,N,-,-0.0143706,-0.0758009,23.1986,0.0614303,76447,6
35161,C,6.0,5.0,22.0,B,1963,90.0,84.0,6.0,Y,-,-0.0283524,0.0453639,275.896,-0.0737164,35161,59
107365,R,11.0,8.0,38.5,C,1963,240.0,232.0,8.0,N,B2,0.00538316,0.0790995,257.005,-0.0737164,107365,59
73445,O,18.0,17.0,40.5,A,1982,461.0,449.0,12.0,N,-,0.0798221,-0.0430385,315.251,0.122861,73445,40
46508,R,16.0,10.0,31.0,C,1963,253.0,246.0,7.0,N,A2,-0.228262,-0.0316855,191.056,-0.196577,46508,59
38896,R,13.0,14.0,49.0,C,1963,142.0,131.0,11.0,N,C1,0.0569788,-0.237887,22.1042,0.294865,38896,59
79351,R,10.0,10.0,29.5,C,1963,260.0,253.0,7.0,N,C1,0.323974,-0.228899,352.826,0.552873,79351,59
80408,R,8.5,8.0,49.0,C,1963,441.0,435.0,6.0,N,A2,0.12818,0.0790361,304.354,0.0491442,80408,59
12256,R,15.0,16.0,36.0,C,1963,49.0,41.0,8.0,N,C2,-0.0179448,0.252349,-9999.0,-0.270293,12256,59
57249,C,6.5,6.0,65.0,B,2018,76.0,44.0,32.0,Y,-,0.00805476,0.0940572,148.176,-0.0860024,57249,4
20508,R,15.0,8.5,45.0,C,1963,231.0,226.0,5.0,N,A2,-0.378937,0.235366,326.87,-0.614303,20508,59
24643,R,14.0,6.5,27.0,C,1963,19.0,16.0,3.0,N,B1,-0.0201202,0.373034,68.8243,-0.393154,24643,59
66387,R,12.0,11.5,37.5,C,1963,225.0,217.0,8.0,N,C1,0.760558,-0.0748941,24.1142,0.835452,66387,59
82218,R,6.5,9.0,43.0,C,1963,277.0,268.0,9.0,N,B1,0.417726,-0.0245721,315.955,0.442298,82218,59
108646,R,8.0,12.0,44.0,C,1963,354.0,346.0,8.0,N,A2,0.339284,-0.827891,-9999.0,1.16718,108646,59
18961,C,19.5,12.5,31.0,A,1993,314.0,286.0,28.0,N,-,-0.144975,0.0270293,106.809,-0.172005,18961,29
47439,R,12.0,7.5,36.0,D,1963,367.0,362.0,5.0,N,C2,0.32408,-0.437656,182.779,0.761736,47439,59
651,R,8.0,8.0,37.5,C,1963,59.0,54.0,5.0,N,B1,0.464812,-0.137205,0.489695,0.602017,651,59
17228,R,13.0,7.0,45.0,C,1963,713.0,707.0,6.0,N,B1,0.310115,-0.144469,273.013,0.454584,17228,59
1422,R,16.0,10.5,29.0,C,1963,101.0,97.0,4.0,N,C2,-0.0742584,0.146891,313.172,-0.221149,1422,59
109138,O,5.5,4.0,40.5,A,1993,52.0,44.0,8.0,N,-,0.250615,0.0786103,290.056,0.172005,109138,29
48941,R,14.0,11.5,39.5,C,1963,224.0,216.0,8.0,N,C2,0.0527136,-0.193008,292.751,0.245721,48941,59
13184,R,9.0,10.5,47.0,C,1963,244.0,235.0,9.0,N,A2,-0.17295,0.0481992,333.435,-0.221149,13184,59
76829,R,8.0,6.5,36.0,C,1963,290.0,283.0,7.0,N,C1,0.148695,-0.404178,233.773,0.552873,76829,59
41441,O,8.5,8.0,39.5,A,2000,180.0,162.0,18.0,N,-,-0.196154,0.295288,221.186,-0.491442,41441,22
98090,O,10.0,12.0,42.0,B,2018,125.0,104.0,21.0,N,-,0.117092,-0.054913,238.393,0.172005,98090,4
4494,R,11.0,7.0,44.5,C,1963,258.0,251.0,7.0,N,B1,0.0982885,-0.270293,185.117,0.368582,4494,59
39190,O,4.0,5.0,30.0,A,1989,30.0,27.0,3.0,Y,-,0.289644,-0.472091,25.5234,0.761736,39190,33
63168,R,5.0,7.0,40.5,C,1963,53.0,46.0,7.0,N,B1,0.202525,-0.0186244,179.356,0.221149,63168,59
19682,R,9.0,7.0,43.0,C,1963,270.0,265.0,5.0,N,B1,0.0205962,0.00831013,-9999.0,0.0122861,19682,59
82221,R,6.5,11.0,45.0,D,1963,304.0,295.0,9.0,N,A2,0.234703,-0.0355901,349.992,0.270293,82221,59
94607,R,10.0,10.5,33.0,D,1963,160.0,154.0,6.0,N,B1,0.531316,-0.365566,299.615,0.896882,94607,59
52121,O,6.0,8.0,47.0,B,1982,64.0,49.0,15.0,N,-,0.00774405,0.0568883,123.643,-0.0491442,52121,40
58298,R,7.0,4.0,64.0,C,1963,510.0,504.0,6.0,N,B2,-0.565212,-0.0123389,145.397,-0.552873,58298,59
33270,R,12.0,10.0,43.5,C,1963,91.0,83.0,8.0,N,B1,0.0430284,0.141317,-9999.0,-0.0982885,33270,59
86640,R,10.0,6.5,47.0,C,1963,263.0,258.0,5.0,N,C1,0.196577,-0.196577,256.264,0.393154,86640,59
16665,R,14.0,6.5,47.0,D,1963,336.0,330.0,6.0,N,B1,0.66016,-0.15072,158.091,0.81088,16665,59
64015,R,13.0,10.0,43.0,C,1963,180.0,171.0,9.0,N,B1,0.557787,-0.339095,289.496,0.896882,64015,59
3885,R,23.0,10.5,43.5,C,1963,340.0,332.0,8.0,N,A2,-0.194534,0.161762,241.939,-0.356296,3885,59
14562,R,14.0,7.5,24.5,C,1963,136.0,132.0,4.0,N,B1,0.143796,-0.445935,120.452,0.589731,14562,59
7690,C,3.0,3.0,32.5,A,1993,503.0,466.0,37.0,N,-,-0.69289,0.24085,127.93,-0.933741,7690,29
42851,R,9.5,13.0,34.0,C,1963,236.0,227.0,9.0,N,A2,-0.0675733,0.104432,283.299,-0.172005,42851,59
2864,O,18.0,17.0,41.0,A,1993,204.0,154.0,50.0,N,-,-0.0842206,0.308933,66.2092,-0.393154,2864,29
2190,R,10.0,8.0,29.5,C,1963,458.0,453.0,5.0,N,B2,0.0484349,-0.0375675,65.2772,0.0860024,2190,59
95087,O,7.0,3.5,36.5,A,1924,67.0,63.0,4.0,N,-,0.0,0.0,67.1867,0.0,95087,98
37033,R,48.0,17.5,36.0,C,1963,207.0,196.0,11.0,N,C2,0.0020565,0.112631,288.682,-0.110575,37033,59
84594,R,12.5,7.0,41.0,C,1963,224.0,217.0,7.0,N,C1,0.24575,-0.184262,139.289,0.430012,84594,59
32328,R,10.0,13.0,33.0,C,1963,386.0,377.0,9.0,N,C2,-0.0147588,-0.00247275,112.62,-0.0122861,32328,59
6599,R,10.0,8.0,34.0,C,1963,386.0,380.0,6.0,N,B1,-0.311844,0.241028,20.3949,-0.552873,6599,59
48993,R,7.0,8.0,24.0,D,1963,300.0,294.0,6.0,N,C1,0.145518,-0.0633449,312.955,0.208863,48993,59
39850,R,10.0,10.0,42.0,C,1963,110.0,103.0,7.0,N,A2,0.179359,0.0933561,144.24,0.0860024,39850,59
22286,R,11.0,6.0,50.5,C,1963,174.0,168.0,6.0,N,A2,0.125019,-0.0715575,241.429,0.196577,22286,59
82081,R,7.5,12.0,44.5,D,1963,352.0,341.0,11.0,N,B1,-0.211974,0.0828917,-9999.0,-0.294865,82081,59
50044,C,8.5,9.0,9999.0,A,1999,9999.0,9999.0,9999.0,N,-,-0.576558,0.136033,48.0128,-0.712591,50044,23
74589,R,10.0,10.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,S,0.0170201,0.0784504,359.712,-0.0614303,74589,59
39512,O,7.0,5.0,27.0,A,1992,131.0,120.0,11.0,N,-,-0.0550881,-0.153377,22.6771,0.0982885,39512,30
36184,R,8.0,12.5,25.5,C,1963,122.0,111.0,11.0,N,A2,-0.138903,0.0945321,71.565,-0.233435,36184,59
68065,C,7.5,7.0,29.5,A,2001,288.0,272.0,16.0,N,-,0.103914,-0.0926631,171.961,0.196577,68065,21
17847,R,11.0,5.0,24.0,C,1963,51.0,48.0,3.0,N,A2,-0.195348,0.148661,192.065,-0.34401,17847,59
45790,R,15.0,7.0,35.0,C,1963,139.0,133.0,6.0,N,B1,-0.0527128,-0.0158546,227.021,-0.0368582,45790,59
13780,O,8.0,3.5,45.0,A,2009,244.0,236.0,8.0,N,-,-0.366666,0.321354,122.883,-0.688019,13780,13
97793,R,10.0,9.0,20.0,C,1963,14.0,9.0,5.0,N,B1,-0.0204827,0.335813,102.777,-0.356296,97793,59
56425,O,3.5,3.5,36.0,A,1999,45.0,38.0,7.0,Y,-,-0.0635486,0.133028,287.241,-0.196577,56425,23
29298,R,18.0,23.5,19.0,C,1963,177.0,169.0,8.0,N,C2,0.0519569,-0.132334,262.185,0.184291,29298,59
59887,R,5.0,9.0,29.5,C,1963,243.0,239.0,4.0,N,C1,-0.0737164,0.0614303,155.339,-0.135147,59887,59
62829,O,6.0,5.0,37.5,A,1997,271.0,255.0,16.0,N,-,-0.12157,-0.0109951,-9999.0,-0.110575,62829,25
81900,R,12.0,13.5,38.0,C,1963,215.0,204.0,11.0,N,B2,0.262029,0.335745,44.5489,-0.0737164,81900,59
47240,R,11.0,9.0,29.5,C,1963,82.0,75.0,7.0,N,B1,-0.0949078,0.0156668,300.964,-0.110575,47240,59
37381,R,6.0,3.5,44.0,C,1963,12.0,8.0,4.0,N,S,0.169971,-0.0266057,322.098,0.196577,37381,59
83463,R,14.5,13.5,39.5,D,1963,262.0,251.0,11.0,N,B1,0.173052,-0.0480976,270.73,0.221149,83463,59
60347,R,3.0,8.0,45.0,C,1963,135.0,131.0,4.0,N,B1,0.0466763,0.0221042,174.976,0.0245721,60347,59
93830,R,11.0,12.5,22.0,C,1963,144.0,138.0,6.0,N,A2,0.400346,-0.140241,300.129,0.540587,93830,59
30403,R,37.0,28.0,25.5,D,1963,273.0,259.0,14.0,N,C2,-0.229417,0.0900207,4.3527,-0.319438,30403,59
2813,C,7.0,6.0,47.0,A,1993,384.0,301.0,83.0,N,-,0.265535,-0.0293308,301.218,0.294865,2813,29
12866,R,17.0,19.0,29.5,C,1963,233.0,225.0,8.0,N,B1,0.314709,-0.0538728,111.353,0.368582,12866,59
42511,O,12.5,10.0,36.0,A,1989,100.0,88.0,12.0,N,-,0.0259399,-0.219781,340.201,0.245721,42511,33
62267,R,9.5,7.5,53.5,C,1963,361.0,352.0,9.0,N,B1,0.131216,-0.0653608,-9999.0,0.196577,62267,59
31052,R,11.0,16.0,32.5,D,1963,315.0,304.0,11.0,N,B1,-0.318345,0.332816,132.778,-0.651161,31052,59
82567,R,6.0,9.0,46.5,C,1963,411.0,403.0,8.0,N,C1,-0.0342061,0.00265212,257.619,-0.0368582,82567,59
86032,R,7.5,12.0,37.5,C,1963,400.0,393.0,7.0,N,B1,0.0154325,0.187437,282.499,-0.172005,86032,59
58185,R,9.5,9.0,32.5,D,1963,374.0,369.0,5.0,N,A2,0.129476,0.00661557,107.385,0.122861,58185,59
20652,R,13.0,7.5,12.5,C,1963,40.0,37.0,3.0,N,B1,0.0636931,-0.734901,285.743,0.798594,20652,59
3247,R,30.0,13.5,25.5,C,1963,201.0,194.0,7.0,N,A2,-0.107294,0.0769973,12.1576,-0.184291,3247,59
68426,R,10.0,10.0,29.5,C,1963,29.0,22.0,7.0,N,A2,0.0158284,0.138689,63.7886,-0.122861,68426,59
29694,R,20.0,15.5,35.5,D,1963,381.0,369.0,12.0,N,A2,0.256057,-0.296816,140.013,0.552873,29694,59
85352,R,12.0,6.0,51.5,C,1963,639.0,631.0,8.0,N,B1,0.0104483,-0.0264098,248.078,0.0368582,85352,59
20258,R,10.0,6.5,29.5,C,1963,33.0,29.0,4.0,N,A2,-0.0397349,0.1937,295.364,-0.233435,20258,59
54341,R,15.0,9.5,26.5,C,1963,209.0,203.0,6.0,N,C2,-0.142831,0.336325,222.397,-0.479156,54341,59
94231,R,9.5,8.0,32.5,D,1963,131.0,126.0,5.0,N,C1,-0.034401,0.100746,273.073,-0.135147,94231,59
27295,R,9.0,5.0,49.5,C,1963,14.0,9.0,5.0,N,S,-0.226906,0.153962,-9999.0,-0.380868,27295,59
97547,O,4.0,3.0,42.0,A,2005,216.0,211.0,5.0,N,-,-0.220437,-0.0115743,-9999.0,-0.208863,97547,17
59111,R,7.0,7.5,41.0,C,1963,236.0,230.0,6.0,N,A2,-0.118498,0.0535065,125.987,-0.172005,59111,59
93582,R,4.0,9.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,C1,0.0,0.0,209.342,0.0,93582,59
43329,R,14.0,14.0,47.0,C,1963,257.0,244.0,13.0,N,B1,-0.0988784,0.0854125,10.2222,-0.184291,43329,59
48904,R,10.0,9.5,54.5,C,1963,157.0,149.0,8.0,N,B2,0.3832,-0.046812,274.035,0.430012,48904,59
101002,R,4.5,5.5,27.0,C,1963,63.0,61.0,2.0,N,A2,0.0118352,0.331273,142.461,-0.319438,101002,59
84398,R,9.5,12.5,45.0,C,1963,358.0,350.0,8.0,N,A2,-0.351623,0.0415304,205.71,-0.393154,84398,59
62996,R,5.0,7.0,29.5,C,1963,41.0,36.0,5.0,N,C1,-0.122861,0.159719,329.172,-0.282579,62996,59
60115,R,5.0,8.0,35.5,C,1963,238.0,234.0,4.0,N,B1,-0.0186654,-0.141526,292.91,0.122861,60115,59
63448,R,8.5,10.5,22.0,D,1963,50.0,43.0,7.0,N,C1,0.0874767,0.00147433,152.863,0.0860024,63448,59
103123,R,9.0,8.0,49.0,C,1963,57.0,49.0,8.0,N,B1,0.136316,-0.465701,221.716,0.602017,103123,59
58062,R,11.0,17.0,42.0,C,1963,354.0,343.0,11.0,N,C1,0.329568,-0.333879,150.005,0.663447,58062,59
24799,R,10.0,8.5,22.0,C,1963,301.0,297.0,4.0,N,B1,-0.0218466,0.211589,278.451,-0.233435,24799,59
56815,R,11.0,4.5,37.0,C,1963,15.0,11.0,4.0,N,S,-0.122861,0.430012,179.012,-0.552873,56815,59
2997,O,6.5,4.0,19.5,A,2008,191.0,185.0,6.0,N,-,0.27238,-0.19449,340.079,0.46687,2997,14
95352,R,6.0,6.0,40.5,C,1963,30.0,26.0,4.0,N,B1,0.148528,-0.0480493,172.062,0.196577,95352,59
69087,R,13.0,14.0,24.0,C,1963,218.0,211.0,7.0,N,A2,0.10035,0.0880636,311.849,0.0122861,69087,59
10301,R,14.0,9.5,24.0,C,1963,182.0,178.0,4.0,N,B1,0.362562,-0.288599,70.4362,0.651161,10301,59
28310,R,10.5,11.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.192797,-0.310932,50.3656,0.503728,28310,59
73217,R,11.0,15.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.045116,0.03283,28.0447,0.0122861,73217,59
53421,R,18.0,7.5,38.0,C,1963,172.0,165.0,7.0,Y,C2,0.589731,-0.307151,335.726,0.896882,53421,59
98475,O,7.0,6.0,48.0,A,2018,179.0,171.0,8.0,N,-,0.18202,0.255736,276.995,-0.0737164,98475,4
52296,C,6.0,9.0,28.5,A,1989,217.0,162.0,55.0,N,-,0.0869371,-0.0236374,70.2189,0.110575,52296,33
40815,C,9.5,6.0,39.5,A,2000,202.0,163.0,39.0,N,-,-0.0446233,0.0413791,80.854,-0.0860024,40815,22
43861,R,14.0,9.5,33.0,C,1963,153.0,148.0,5.0,N,C1,0.0811727,0.00745637,178.462,0.0737164,43861,59
1401,R,9.0,8.0,45.0,C,1963,198.0,172.0,26.0,N,A1,0.231471,-0.284544,261.455,0.516015,1401,59
46310,C,7.5,6.5,29.5,A,1996,122.0,110.0,12.0,N,-,-0.229146,0.0165753,335.854,-0.245721,46310,26
77333,R,9.5,8.0,47.5,C,1963,197.0,189.0,8.0,N,C1,0.0951746,-0.211977,179.744,0.307151,77333,59
25585,R,18.0,9.0,36.0,C,1963,23.0,15.0,8.0,N,B1,-0.015126,-0.0888423,-9999.0,0.0737164,25585,59
2015,R,15.0,6.0,26.5,C,1963,409.0,406.0,3.0,N,B1,0.343396,0.0116725,205.934,0.331724,2015,59
27835,S,12.5,11.5,46.0,A,1963,11.0,3.0,8.0,N,-,0.280588,-0.247712,115.455,0.528301,27835,59
65479,O,8.0,9.0,31.0,A,1999,160.0,142.0,18.0,N,-,0.0463003,-0.0888464,55.7327,0.135147,65479,23
87846,R,10.0,9.0,29.5,C,1963,239.0,234.0,5.0,N,C1,-0.218953,-0.0100899,116.445,-0.208863,87846,59
51269,R,15.0,8.0,37.5,B,1963,269.0,262.0,7.0,N,B2,-0.133688,0.00145878,254.908,-0.135147,51269,59
91620,R,10.0,12.0,32.5,C,1963,83.0,76.0,7.0,N,A2,-0.176919,-0.00491442,-9999.0,-0.172005,91620,59
15220,R,13.0,6.0,40.5,C,1963,432.0,428.0,4.0,N,B1,0.293154,-0.444009,50.5275,0.737164,15220,59
33513,R,9.5,13.5,42.5,C,1963,118.0,110.0,8.0,N,C1,0.587221,-0.432522,45.0,1.01974,33513,59
24171,O,8.5,7.0,24.0,A,2008,255.0,242.0,13.0,N,-,0.437384,-0.950941,249.193,1.38832,24171,14
59174,R,12.0,12.0,39.5,C,1963,452.0,446.0,6.0,N,C1,-0.310276,-0.0522688,139.343,-0.258007,59174,59
32820,R,12.0,8.5,29.5,D,1963,109.0,102.0,7.0,N,C2,0.171532,0.122388,-9999.0,0.0491442,32820,59
13374,R,13.0,9.5,11.5,C,1963,178.0,175.0,3.0,N,C2,0.263312,-0.1667,62.0601,0.430012,13374,59
65895,R,9.0,7.5,37.0,C,1963,210.0,205.0,5.0,N,C1,0.131533,-0.00361355,124.089,0.135147,65895,59
10849,C,5.5,4.5,32.5,A,2008,216.0,185.0,31.0,N,-,0.0647136,0.212146,50.4147,-0.147433,10849,14
83937,R,13.0,9.0,48.0,C,1963,352.0,344.0,8.0,N,C1,0.55125,-0.173628,82.7939,0.724878,83937,59
35689,O,4.0,3.0,37.5,A,1984,109.0,98.0,11.0,N,-,0.398647,-0.105082,-9999.0,0.503728,35689,38
79020,R,14.0,7.5,38.5,C,1963,531.0,524.0,7.0,N,C1,-0.354215,-0.243641,280.685,-0.110575,79020,59
44304,R,11.0,7.5,40.5,D,1963,103.0,97.0,6.0,N,B1,-0.340662,0.187638,283.891,-0.528301,44304,59
26761,R,14.0,10.5,33.0,D,1963,79.0,74.0,5.0,N,C1,0.0764418,0.137872,137.167,-0.0614303,26761,59
59194,O,10.0,8.0,31.0,A,1945,325.0,311.0,14.0,N,-,0.149866,-0.0221387,117.915,0.172005,59194,77
75444,O,4.0,3.0,9999.0,A,1945,9999.0,9999.0,9999.0,N,-,-0.0652615,-0.200408,189.462,0.135147,75444,77
101453,C,8.0,8.0,32.0,A,2016,181.0,150.0,31.0,N,-,-0.32307,0.119228,212.873,-0.442298,101453,6
54595,O,7.5,5.5,31.0,A,1982,117.0,107.0,10.0,N,-,0.230769,-0.211529,142.306,0.442298,54595,40
99378,R,14.0,15.5,29.5,C,1963,162.0,154.0,8.0,N,C1,-0.152785,0.178939,-9999.0,-0.331724,99378,59
94051,R,8.0,13.0,27.0,D,1963,32.0,24.0,8.0,N,A2,0.107021,0.119307,358.056,-0.0122861,94051,59
18297,R,11.0,7.5,33.0,C,1963,212.0,206.0,6.0,N,A2,-0.00761136,0.0538189,240.811,-0.0614303,18297,59
70861,R,18.0,15.0,47.0,C,1963,204.0,150.0,54.0,N,A1,0.340938,-0.175076,85.7704,0.516015,70861,59
47014,R,18.0,10.0,45.0,C,1963,187.0,182.0,5.0,N,B1,0.109863,0.294154,121.097,-0.184291,47014,59
91497,R,9.5,11.0,26.5,C,1963,328.0,322.0,6.0,N,C1,-0.0441914,-0.253054,-9999.0,0.208863,91497,59
28190,R,8.0,7.0,22.0,C,1963,59.0,55.0,4.0,N,B2,-0.156884,0.346845,35.3903,-0.503728,28190,59
95364,R,14.0,18.0,33.5,C,1963,27.0,18.0,9.0,N,A2,0.0,0.110575,9.88799,-0.110575,95364,59
45827,R,16.0,7.5,35.0,D,1963,116.0,111.0,5.0,N,C2,0.435023,-0.302141,279.951,0.737164,45827,59
46078,R,12.0,6.0,38.0,C,1963,142.0,136.0,6.0,Y,C2,0.715912,-0.156398,335.726,0.87231,46078,59
61040,O,8.0,5.0,35.5,A,1994,110.0,78.0,32.0,N,-,0.0919157,-0.116947,147.039,0.208863,61040,28
104130,R,22.0,10.5,41.5,C,1963,101.0,94.0,7.0,N,B1,-0.0738609,0.0489997,165.466,-0.122861,104130,59
68119,C,6.5,8.0,29.5,A,2007,239.0,218.0,21.0,N,-,-0.372192,0.156108,157.504,-0.528301,68119,15
48345,R,14.0,9.5,26.5,C,1963,392.0,386.0,6.0,N,C1,-0.00491442,0.191663,38.6598,-0.196577,48345,59
39950,R,12.0,9.5,27.0,C,1963,156.0,151.0,5.0,N,C1,-0.271966,0.366909,346.799,-0.638875,39950,59
22953,R,13.0,6.5,44.0,D,1963,311.0,306.0,5.0,N,B1,0.341552,-0.297323,308.173,0.638875,22953,59
102143,R,8.0,9.5,44.0,D,1963,59.0,51.0,8.0,N,C1,-0.0760834,0.157352,15.1972,-0.233435,102143,59
36356,R,18.0,10.0,43.0,C,1963,138.0,125.0,13.0,N,B2,0.0314516,0.0805959,276.649,-0.0491442,36356,59
75202,R,7.0,10.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,A2,0.349012,-0.228433,42.5248,0.577445,75202,59
60632,R,6.5,9.5,35.5,C,1963,199.0,192.0,7.0,N,B1,-0.108987,0.038446,148.055,-0.147433,60632,59
98289,C,9.0,11.0,38.0,A,2018,318.0,288.0,30.0,N,-,-0.215179,0.0674004,119.745,-0.282579,98289,4
102306,C,8.5,5.0,20.0,A,1992,146.0,123.0,23.0,N,-,0.0253395,0.0376256,351.535,-0.0122861,102306,30
20664,R,21.0,14.0,49.0,C,1963,125.0,113.0,12.0,N,A2,-0.0319438,0.115489,290.913,-0.147433,20664,59
61228,R,4.0,9.5,38.0,C,1963,508.0,501.0,7.0,N,A2,-0.0781571,-0.299306,319.899,0.221149,61228,59
60612,R,6.0,8.5,39.0,C,1963,126.0,120.0,6.0,N,C1,0.144112,-0.0156066,350.942,0.159719,60612,59
55980,R,11.0,8.5,54.5,C,1963,34.0,27.0,7.0,N,B1,-0.00921454,0.0399297,354.611,-0.0491442,55980,59
27287,R,10.0,7.0,33.0,C,1963,57.0,54.0,3.0,N,B2,0.162458,-0.107836,260.549,0.270293,27287,59
35283,R,4.0,31.0,38.5,C,1963,171.0,152.0,19.0,N,C1,-0.368582,-0.0491442,69.6236,-0.319438,35283,59
18596,R,10.0,5.5,50.5,C,1963,414.0,408.0,6.0,N,B1,0.757313,-0.0781393,184.241,0.835452,18596,59
71039,R,15.0,9.0,43.5,C,1963,85.0,79.0,6.0,N,C2,-0.00683695,-0.2157,133.62,0.208863,71039,59
68970,R,10.0,12.0,26.5,C,1963,103.0,93.0,10.0,N,C1,-0.0510457,0.0472427,330.837,-0.0982885,68970,59
82949,R,12.0,15.0,46.5,C,1963,213.0,201.0,12.0,N,C1,-0.0391277,0.206594,143.054,-0.245721,82949,59
110860,R,6.0,4.0,42.5,C,1963,73.0,70.0,3.0,N,C1,0.161609,-0.108684,-9999.0,0.270293,110860,59
20616,R,10.0,5.0,49.0,C,1963,118.0,112.0,6.0,N,B2,0.159243,0.0118101,306.87,0.147433,20616,59
104808,R,9.5,12.0,43.5,D,1963,152.0,144.0,8.0,N,A2,0.226741,-0.0312659,240.852,0.258007,104808,59
39708,R,11.0,8.0,45.5,C,1963,268.0,260.0,8.0,N,C1,0.203194,-0.374251,-9999.0,0.577445,39708,59
29933,R,14.0,25.0,31.0,C,1963,358.0,343.0,15.0,N,B1,-0.0308955,0.141109,135.204,-0.172005,29933,59
85958,R,9.5,8.5,24.0,D,1963,251.0,245.0,6.0,N,A2,-0.0787416,0.375843,253.54,-0.454584,85958,59
108665,R,7.5,8.5,45.5,C,1963,326.0,318.0,8.0,N,C1,-0.247261,0.170465,-9999.0,-0.417726,108665,59
108826,O,10.0,6.0,34.0,A,1986,133.0,124.0,9.0,N,-,0.145448,-0.173989,130.347,0.319438,108826,36
105447,R,9.0,9.0,46.5,C,1963,154.0,148.0,6.0,N,B1,-0.0884596,0.144975,222.397,-0.233435,105447,59
78048,O,7.0,8.0,32.5,A,1982,157.0,148.0,9.0,N,-,-0.221934,0.122076,210.964,-0.34401,78048,40
87201,R,13.5,13.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,C2,-0.176375,0.573075,235.372,-0.74945,87201,59
49296,R,11.0,11.5,9999.0,D,1963,9999.0,9999.0,9999.0,N,C2,-0.196577,-0.319438,40.9758,0.122861,49296,59
104664,O,8.5,8.0,28.5,A,1997,57.0,47.0,10.0,N,-,0.0788689,0.140299,324.782,-0.0614303,104664,25
101739,O,14.0,12.0,44.0,A,2016,158.0,136.0,22.0,N,-,0.170115,-0.124751,1.69179,0.294865,101739,6
95788,R,9.5,7.0,38.5,C,1963,181.0,176.0,5.0,N,B1,0.342811,-0.0134847,49.1647,0.356296,95788,59
74446,R,10.0,8.5,38.0,C,1963,55.0,50.0,5.0,N,C1,-0.0903498,0.143085,206.369,-0.233435,74446,59
52659,R,11.0,6.0,42.0,C,1963,105.0,99.0,6.0,Y,B1,0.0245721,-0.0245721,37.3039,0.0491442,52659,59
20317,R,10.0,6.5,37.5,C,1963,50.0,47.0,3.0,N,A2,-0.009008,0.126139,245.334,-0.135147,20317,59
76412,C,8.0,10.0,49.0,A,1963,256.0,237.0,19.0,N,-,-0.0713645,0.186643,252.112,-0.258007,76412,59
104288,R,16.0,21.0,42.0,C,1964,210.0,198.0,12.0,N,C1,-0.297779,-0.187205,63.4349,-0.110575,104288,58
48198,R,14.0,10.0,36.0,C,1963,411.0,367.0,44.0,N,A1,0.00928381,0.218147,253.093,-0.208863,48198,59
101836,R,9.5,11.5,31.0,C,1963,46.0,39.0,7.0,N,C1,0.0285599,-0.0943007,319.485,0.122861,101836,59
1540,R,22.0,11.5,38.5,C,1963,406.0,392.0,14.0,N,B2,0.0737164,0.540587,230.777,-0.46687,1540,59
44688,R,23.0,9.0,46.5,D,1963,281.0,271.0,10.0,N,B2,-0.0687212,-0.0810073,229.885,0.0122861,44688,59
16876,R,14.0,7.5,24.0,C,1963,56.0,52.0,4.0,N,A2,0.192204,0.167632,198.25,0.0245721,16876,59
73747,R,21.0,10.0,42.5,C,1963,413.0,404.0,9.0,N,B1,0.020778,0.205069,143.13,-0.184291,73747,59
42205,R,8.5,6.5,35.5,D,1963,117.0,110.0,7.0,N,B1,-0.0633352,-0.0879073,232.833,0.0245721,42205,59
76632,R,8.0,7.0,45.0,C,1963,258.0,252.0,6.0,N,C1,-0.0265162,-0.554817,283.711,0.528301,76632,59
78025,O,11.0,9.0,31.0,A,1982,167.0,151.0,16.0,N,-,-0.231288,-0.157572,190.798,-0.0737164,78025,40
40174,R,6.0,7.5,45.0,C,1963,169.0,164.0,5.0,N,C1,-0.271966,0.366909,88.794,-0.638875,40174,59
102317,C,10.0,14.0,50.6002129604,A,2013,159.338085407,134.490376336,24.847709071,N,-,0.205733,-0.0891328,311.355,0.294865,102317,9
57380,R,10.0,10.5,30.0,C,1963,143.0,135.0,8.0,N,C1,0.311472,0.0534652,206.063,0.258007,57380,59
101775,O,19.0,26.0,39.0,B,2016,382.0,358.0,24.0,N,-,0.190848,0.178562,142.021,0.0122861,101775,6
98410,C,18.0,14.5,31.0,A,2018,238.0,212.0,26.0,N,-,-0.390293,0.199438,276.995,-0.589731,98410,4
